x_mm,y_mm,z_mm
1700.000,-25.002,499.374
1700.000,-34.989,498.774
1700.000,-44.962,497.974
1700.000,-54.917,496.975
1700.000,-64.850,495.777
1700.000,-74.757,494.380
1700.000,-84.634,492.785
1700.000,-94.477,490.993
1700.000,-104.282,489.004
1700.000,-114.046,486.820
1700.000,-123.763,484.441
1700.000,-133.432,481.867
1700.000,-143.047,479.101
1700.000,-152.604,476.143
1700.000,-162.101,472.994
1700.000,-171.532,469.656
1700.000,-180.895,466.130
1700.000,-190.186,462.417
1700.000,-199.400,458.519
1700.000,-208.535,454.437
1700.000,-217.586,450.174
1700.000,-226.549,445.730
1700.000,-235.423,441.108
1700.000,-244.201,436.309
1700.000,-252.883,431.336
1700.000,-261.463,426.189
1700.000,-269.938,420.872
1700.000,-278.305,415.387
1700.000,-286.561,409.735
1700.000,-294.701,403.920
1700.000,-302.724,397.942
1700.000,-310.626,391.805
1700.000,-318.404,385.512
1700.000,-326.053,379.064
1700.000,-333.573,372.464
1700.000,-340.959,365.715
1700.000,-348.208,358.819
1700.000,-355.318,351.780
1700.000,-362.285,344.600
1700.000,-369.108,337.283
1700.000,-375.782,329.830
1700.000,-382.307,322.245
1700.000,-388.678,314.531
1700.000,-394.893,306.691
1700.000,-400.951,298.728
1700.000,-406.848,290.646
1700.000,-412.582,282.447
1700.000,-418.151,274.135
1700.000,-423.552,265.713
1700.000,-428.784,257.185
1700.000,-433.844,248.555
1700.000,-438.730,239.824
1700.000,-443.441,230.998
1700.000,-447.974,222.079
1700.000,-452.328,213.071
1700.000,-456.501,203.977
1700.000,-460.491,194.803
1700.000,-464.297,185.550
1700.000,-467.916,176.223
1700.000,-471.349,166.825
1700.000,-474.592,157.360
1700.000,-477.646,147.833
1700.000,-480.508,138.246
1700.000,-483.178,128.604
1700.000,-485.655,118.910
1700.000,-487.937,109.169
1700.000,-490.023,99.384
1700.000,-491.914,89.560
1700.000,-493.607,79.699
1700.000,-495.103,69.807
1700.000,-496.401,59.886
1700.000,-497.500,49.942
1700.000,-498.399,39.978
1700.000,-499.099,29.997
1700.000,-499.600,20.005
1700.000,-499.900,10.004
1700.000,-500.000,0.000
1710.000,500.000,0.000
1710.000,499.900,10.004
1710.000,499.600,20.005
1710.000,499.099,29.997
1710.000,498.399,39.978
1710.000,497.500,49.942
1710.000,496.401,59.886
1710.000,495.103,69.807
1710.000,493.607,79.699
1710.000,491.914,89.560
1710.000,490.023,99.384
1710.000,487.937,109.169
1710.000,485.655,118.910
1710.000,483.178,128.604
1710.000,480.508,138.246
1710.000,477.646,147.833
1710.000,474.592,157.360
1710.000,471.349,166.825
1710.000,467.916,176.223
1710.000,464.297,185.550
1710.000,460.491,194.803
1710.000,456.501,203.977
1710.000,452.328,213.071
1710.000,447.974,222.079
1710.000,443.441,230.998
1710.000,438.730,239.824
1710.000,433.844,248.555
1710.000,428.784,257.185
1710.000,423.552,265.713
1710.000,418.151,274.135
1710.000,412.582,282.447
1710.000,406.848,290.646
1710.000,400.951,298.728
1710.000,394.893,306.691
1710.000,388.678,314.531
1710.000,382.307,322.245
1710.000,375.782,329.830
1710.000,369.108,337.283
1710.000,362.285,344.600
1710.000,355.318,351.780
1710.000,348.208,358.819
1710.000,340.959,365.715
1710.000,333.573,372.464
1710.000,326.053,379.064
1710.000,318.404,385.512
1710.000,310.626,391.805
1710.000,302.724,397.942
1710.000,294.701,403.920
1710.000,286.561,409.735
1710.000,278.305,415.387
1710.000,269.938,420.872
1710.000,261.463,426.189
1710.000,252.883,431.336
1710.000,244.201,436.309
1710.000,235.423,441.108
1710.000,226.549,445.730
1710.000,217.586,450.174
1710.000,208.535,454.437
1710.000,199.400,458.519
1710.000,190.186,462.417
1710.000,180.895,466.130
1710.000,171.532,469.656
1710.000,162.101,472.994
1710.000,152.604,476.143
1710.000,143.047,479.101
1710.000,133.432,481.867
1710.000,123.763,484.441
1710.000,114.046,486.820
1710.000,104.282,489.004
1710.000,94.477,490.993
1710.000,84.634,492.785
1710.000,74.757,494.380
1710.000,64.850,495.777
1710.000,54.917,496.975
1710.000,44.962,497.974
1710.000,34.989,498.774
1710.000,25.002,499.374
1710.000,15.005,499.775
1710.000,5.002,499.975
1710.000,-5.002,499.975
1710.000,-15.005,499.775
1710.000,-25.002,499.374
1710.000,-34.989,498.774
1710.000,-44.962,497.974
1710.000,-54.917,496.975
1710.000,-64.850,495.777
1710.000,-74.757,494.380
1710.000,-84.634,492.785
1710.000,-94.477,490.993
1710.000,-104.282,489.004
1710.000,-114.046,486.820
1710.000,-123.763,484.441
1710.000,-133.432,481.867
1710.000,-143.047,479.101
1710.000,-152.604,476.143
1710.000,-162.101,472.994
1710.000,-171.532,469.656
1710.000,-180.895,466.130
1710.000,-190.186,462.417
1710.000,-199.400,458.519
1710.000,-208.535,454.437
1710.000,-217.586,450.174
1710.000,-226.549,445.730
1710.000,-235.423,441.108
1710.000,-244.201,436.309
1710.000,-252.883,431.336
1710.000,-261.463,426.189
1710.000,-269.938,420.872
1710.000,-278.305,415.387
1710.000,-286.561,409.735
1710.000,-294.701,403.920
1710.000,-302.724,397.942
1710.000,-310.626,391.805
1710.000,-318.404,385.512
1710.000,-326.053,379.064
1710.000,-333.573,372.464
1710.000,-340.959,365.715
1710.000,-348.208,358.819
1710.000,-355.318,351.780
1710.000,-362.285,344.600
1710.000,-369.108,337.283
1710.000,-375.782,329.830
1710.000,-382.307,322.245
1710.000,-388.678,314.531
1710.000,-394.893,306.691
1710.000,-400.951,298.728
1710.000,-406.848,290.646
1710.000,-412.582,282.447
1710.000,-418.151,274.135
1710.000,-423.552,265.713
1710.000,-428.784,257.185
1710.000,-433.844,248.555
1710.000,-438.730,239.824
1710.000,-443.441,230.998
1710.000,-447.974,222.079
1710.000,-452.328,213.071
1710.000,-456.501,203.977
1710.000,-460.491,194.803
1710.000,-464.297,185.550
1710.000,-467.916,176.223
1710.000,-471.349,166.825
1710.000,-474.592,157.360
1710.000,-477.646,147.833
1710.000,-480.508,138.246
1710.000,-483.178,128.604
1710.000,-485.655,118.910
1710.000,-487.937,109.169
1710.000,-490.023,99.384
1710.000,-491.914,89.560
1710.000,-493.607,79.699
1710.000,-495.103,69.807
1710.000,-496.401,59.886
1710.000,-497.500,49.942
1710.000,-498.399,39.978
1710.000,-499.099,29.997
1710.000,-499.600,20.005
1710.000,-499.900,10.004
1710.000,-500.000,0.000
1720.000,500.000,0.000
1720.000,499.900,10.004
1720.000,499.600,20.005
1720.000,499.099,29.997
1720.000,498.399,39.978
1720.000,497.500,49.942
1720.000,496.401,59.886
1720.000,495.103,69.807
1720.000,493.607,79.699
1720.000,491.914,89.560
1720.000,490.023,99.384
1720.000,487.937,109.169
1720.000,485.655,118.910
1720.000,483.178,128.604
1720.000,480.508,138.246
1720.000,477.646,147.833
1720.000,474.592,157.360
1720.000,471.349,166.825
1720.000,467.916,176.223
1720.000,464.297,185.550
1720.000,460.491,194.803
1720.000,456.501,203.977
1720.000,452.328,213.071
1720.000,447.974,222.079
1720.000,443.441,230.998
1720.000,438.730,239.824
1720.000,433.844,248.555
1720.000,428.784,257.185
1720.000,423.552,265.713
1720.000,418.151,274.135
1720.000,412.582,282.447
1720.000,406.848,290.646
1720.000,400.951,298.728
1720.000,394.893,306.691
1720.000,388.678,314.531
1720.000,382.307,322.245
1720.000,375.782,329.830
1720.000,369.108,337.283
1720.000,362.285,344.600
1720.000,355.318,351.780
1720.000,348.208,358.819
1720.000,340.959,365.715
1720.000,333.573,372.464
1720.000,326.053,379.064
1720.000,318.404,385.512
1720.000,310.626,391.805
1720.000,302.724,397.942
1720.000,294.701,403.920
1720.000,286.561,409.735
1720.000,278.305,415.387
1720.000,269.938,420.872
1720.000,261.463,426.189
1720.000,252.883,431.336
1720.000,244.201,436.309
1720.000,235.423,441.108
1720.000,226.549,445.730
1720.000,217.586,450.174
1720.000,208.535,454.437
1720.000,199.400,458.519
1720.000,190.186,462.417
1720.000,180.895,466.130
1720.000,171.532,469.656
1720.000,162.101,472.994
1720.000,152.604,476.143
1720.000,143.047,479.101
1720.000,133.432,481.867
1720.000,123.763,484.441
1720.000,114.046,486.820
1720.000,104.282,489.004
1720.000,94.477,490.993
1720.000,84.634,492.785
1720.000,74.757,494.380
1720.000,64.850,495.777
1720.000,54.917,496.975
1720.000,44.962,497.974
1720.000,34.989,498.774
1720.000,25.002,499.374
1720.000,15.005,499.775
1720.000,5.002,499.975
1720.000,-5.002,499.975
1720.000,-15.005,499.775
1720.000,-25.002,499.374
1720.000,-34.989,498.774
1720.000,-44.962,497.974
1720.000,-54.917,496.975
1720.000,-64.850,495.777
1720.000,-74.757,494.380
1720.000,-84.634,492.785
1720.000,-94.477,490.993
1720.000,-104.282,489.004
1720.000,-114.046,486.820
1720.000,-123.763,484.441
1720.000,-133.432,481.867
1720.000,-143.047,479.101
1720.000,-152.604,476.143
1720.000,-162.101,472.994
1720.000,-171.532,469.656
1720.000,-180.895,466.130
1720.000,-190.186,462.417
1720.000,-199.400,458.519
1720.000,-208.535,454.437
1720.000,-217.586,450.174
1720.000,-226.549,445.730
1720.000,-235.423,441.108
1720.000,-244.201,436.309
1720.000,-252.883,431.336
1720.000,-261.463,426.189
1720.000,-269.938,420.872
1720.000,-278.305,415.387
1720.000,-286.561,409.735
1720.000,-294.701,403.920
1720.000,-302.724,397.942
1720.000,-310.626,391.805
1720.000,-318.404,385.512
1720.000,-326.053,379.064
1720.000,-333.573,372.464
1720.000,-340.959,365.715
1720.000,-348.208,358.819
1720.000,-355.318,351.780
1720.000,-362.285,344.600
1720.000,-369.108,337.283
1720.000,-375.782,329.830
1720.000,-382.307,322.245
1720.000,-388.678,314.531
1720.000,-394.893,306.691
1720.000,-400.951,298.728
1720.000,-406.848,290.646
1720.000,-412.582,282.447
1720.000,-418.151,274.135
1720.000,-423.552,265.713
1720.000,-428.784,257.185
1720.000,-433.844,248.555
1720.000,-438.730,239.824
1720.000,-443.441,230.998
1720.000,-447.974,222.079
1720.000,-452.328,213.071
1720.000,-456.501,203.977
1720.000,-460.491,194.803
1720.000,-464.297,185.550
1720.000,-467.916,176.223
1720.000,-471.349,166.825
1720.000,-474.592,157.360
1720.000,-477.646,147.833
1720.000,-480.508,138.246
1720.000,-483.178,128.604
1720.000,-485.655,118.910
1720.000,-487.937,109.169
1720.000,-490.023,99.384
1720.000,-491.914,89.560
1720.000,-493.607,79.699
1720.000,-495.103,69.807
1720.000,-496.401,59.886
1720.000,-497.500,49.942
1720.000,-498.399,39.978
1720.000,-499.099,29.997
1720.000,-499.600,20.005
1720.000,-499.900,10.004
1720.000,-500.000,0.000
1730.000,500.000,0.000
1730.000,499.900,10.004
1730.000,499.600,20.005
1730.000,499.099,29.997
1730.000,498.399,39.978
1730.000,497.500,49.942
1730.000,496.401,59.886
1730.000,495.103,69.807
1730.000,493.607,79.699
1730.000,491.914,89.560
1730.000,490.023,99.384
1730.000,487.937,109.169
1730.000,485.655,118.910
1730.000,483.178,128.604
1730.000,480.508,138.246
1730.000,477.646,147.833
1730.000,474.592,157.360
1730.000,471.349,166.825
1730.000,467.916,176.223
1730.000,464.297,185.550
1730.000,460.491,194.803
1730.000,456.501,203.977
1730.000,452.328,213.071
1730.000,447.974,222.079
1730.000,443.441,230.998
1730.000,438.730,239.824
1730.000,433.844,248.555
1730.000,428.784,257.185
1730.000,423.552,265.713
1730.000,418.151,274.135
1730.000,412.582,282.447
1730.000,406.848,290.646
1730.000,400.951,298.728
1730.000,394.893,306.691
1730.000,388.678,314.531
1730.000,382.307,322.245
1730.000,375.782,329.830
1730.000,369.108,337.283
1730.000,362.285,344.600
1730.000,355.318,351.780
1730.000,348.208,358.819
1730.000,340.959,365.715
1730.000,333.573,372.464
1730.000,326.053,379.064
1730.000,318.404,385.512
1730.000,310.626,391.805
1730.000,302.724,397.942
1730.000,294.701,403.920
1730.000,286.561,409.735
1730.000,278.305,415.387
1730.000,269.938,420.872
1730.000,261.463,426.189
1730.000,252.883,431.336
1730.000,244.201,436.309
1730.000,235.423,441.108
1730.000,226.549,445.730
1730.000,217.586,450.174
1730.000,208.535,454.437
1730.000,199.400,458.519
1730.000,190.186,462.417
1730.000,180.895,466.130
1730.000,171.532,469.656
1730.000,162.101,472.994
1730.000,152.604,476.143
1730.000,143.047,479.101
1730.000,133.432,481.867
1730.000,123.763,484.441
1730.000,114.046,486.820
1730.000,104.282,489.004
1730.000,94.477,490.993
1730.000,84.634,492.785
1730.000,74.757,494.380
1730.000,64.850,495.777
1730.000,54.917,496.975
1730.000,44.962,497.974
1730.000,34.989,498.774
1730.000,25.002,499.374
1730.000,15.005,499.775
1730.000,5.002,499.975
1730.000,-5.002,499.975
1730.000,-15.005,499.775
1730.000,-25.002,499.374
1730.000,-34.989,498.774
1730.000,-44.962,497.974
1730.000,-54.917,496.975
1730.000,-64.850,495.777
1730.000,-74.757,494.380
1730.000,-84.634,492.785
1730.000,-94.477,490.993
1730.000,-104.282,489.004
1730.000,-114.046,486.820
1730.000,-123.763,484.441
1730.000,-133.432,481.867
1730.000,-143.047,479.101
1730.000,-152.604,476.143
1730.000,-162.101,472.994
1730.000,-171.532,469.656
1730.000,-180.895,466.130
1730.000,-190.186,462.417
1730.000,-199.400,458.519
1730.000,-208.535,454.437
1730.000,-217.586,450.174
1730.000,-226.549,445.730
1730.000,-235.423,441.108
1730.000,-244.201,436.309
1730.000,-252.883,431.336
1730.000,-261.463,426.189
1730.000,-269.938,420.872
1730.000,-278.305,415.387
1730.000,-286.561,409.735
1730.000,-294.701,403.920
1730.000,-302.724,397.942
1730.000,-310.626,391.805
1730.000,-318.404,385.512
1730.000,-326.053,379.064
1730.000,-333.573,372.464
1730.000,-340.959,365.715
1730.000,-348.208,358.819
1730.000,-355.318,351.780
1730.000,-362.285,344.600
1730.000,-369.108,337.283
1730.000,-375.782,329.830
1730.000,-382.307,322.245
1730.000,-388.678,314.531
1730.000,-394.893,306.691
1730.000,-400.951,298.728
1730.000,-406.848,290.646
1730.000,-412.582,282.447
1730.000,-418.151,274.135
1730.000,-423.552,265.713
1730.000,-428.784,257.185
1730.000,-433.844,248.555
1730.000,-438.730,239.824
1730.000,-443.441,230.998
1730.000,-447.974,222.079
1730.000,-452.328,213.071
1730.000,-456.501,203.977
1730.000,-460.491,194.803
1730.000,-464.297,185.550
1730.000,-467.916,176.223
1730.000,-471.349,166.825
1730.000,-474.592,157.360
1730.000,-477.646,147.833
1730.000,-480.508,138.246
1730.000,-483.178,128.604
1730.000,-485.655,118.910
1730.000,-487.937,109.169
1730.000,-490.023,99.384
1730.000,-491.914,89.560
1730.000,-493.607,79.699
1730.000,-495.103,69.807
1730.000,-496.401,59.886
1730.000,-497.500,49.942
1730.000,-498.399,39.978
1730.000,-499.099,29.997
1730.000,-499.600,20.005
1730.000,-499.900,10.004
1730.000,-500.000,0.000
1740.000,500.000,0.000
1740.000,499.900,10.004
1740.000,499.600,20.005
1740.000,499.099,29.997
1740.000,498.399,39.978
1740.000,497.500,49.942
1740.000,496.401,59.886
1740.000,495.103,69.807
1740.000,493.607,79.699
1740.000,491.914,89.560
1740.000,490.023,99.384
1740.000,487.937,109.169
1740.000,485.655,118.910
1740.000,483.178,128.604
1740.000,480.508,138.246
1740.000,477.646,147.833
1740.000,474.592,157.360
1740.000,471.349,166.825
1740.000,467.916,176.223
1740.000,464.297,185.550
1740.000,460.491,194.803
1740.000,456.501,203.977
1740.000,452.328,213.071
1740.000,447.974,222.079
1740.000,443.441,230.998
1740.000,438.730,239.824
1740.000,433.844,248.555
1740.000,428.784,257.185
1740.000,423.552,265.713
1740.000,418.151,274.135
1740.000,412.582,282.447
1740.000,406.848,290.646
1740.000,400.951,298.728
1740.000,394.893,306.691
1740.000,388.678,314.531
1740.000,382.307,322.245
1740.000,375.782,329.830
1740.000,369.108,337.283
1740.000,362.285,344.600
1740.000,355.318,351.780
1740.000,348.208,358.819
1740.000,340.959,365.715
1740.000,333.573,372.464
1740.000,326.053,379.064
1740.000,318.404,385.512
1740.000,310.626,391.805
1740.000,302.724,397.942
1740.000,294.701,403.920
1740.000,286.561,409.735
1740.000,278.305,415.387
1740.000,269.938,420.872
1740.000,261.463,426.189
1740.000,252.883,431.336
1740.000,244.201,436.309
1740.000,235.423,441.108
1740.000,226.549,445.730
1740.000,217.586,450.174
1740.000,208.535,454.437
1740.000,199.400,458.519
1740.000,190.186,462.417
1740.000,180.895,466.130
1740.000,171.532,469.656
1740.000,162.101,472.994
1740.000,152.604,476.143
1740.000,143.047,479.101
1740.000,133.432,481.867
1740.000,123.763,484.441
1740.000,114.046,486.820
1740.000,104.282,489.004
1740.000,94.477,490.993
1740.000,84.634,492.785
1740.000,74.757,494.380
1740.000,64.850,495.777
1740.000,54.917,496.975
1740.000,44.962,497.974
1740.000,34.989,498.774
1740.000,25.002,499.374
1740.000,15.005,499.775
1740.000,5.002,499.975
1740.000,-5.002,499.975
1740.000,-15.005,499.775
1740.000,-25.002,499.374
1740.000,-34.989,498.774
1740.000,-44.962,497.974
1740.000,-54.917,496.975
1740.000,-64.850,495.777
1740.000,-74.757,494.380
1740.000,-84.634,492.785
1740.000,-94.477,490.993
1740.000,-104.282,489.004
1740.000,-114.046,486.820
1740.000,-123.763,484.441
1740.000,-133.432,481.867
1740.000,-143.047,479.101
1740.000,-152.604,476.143
1740.000,-162.101,472.994
1740.000,-171.532,469.656
1740.000,-180.895,466.130
1740.000,-190.186,462.417
1740.000,-199.400,458.519
1740.000,-208.535,454.437
1740.000,-217.586,450.174
1740.000,-226.549,445.730
1740.000,-235.423,441.108
1740.000,-244.201,436.309
1740.000,-252.883,431.336
1740.000,-261.463,426.189
1740.000,-269.938,420.872
1740.000,-278.305,415.387
1740.000,-286.561,409.735
1740.000,-294.701,403.920
1740.000,-302.724,397.942
1740.000,-310.626,391.805
1740.000,-318.404,385.512
1740.000,-326.053,379.064
1740.000,-333.573,372.464
1740.000,-340.959,365.715
1740.000,-348.208,358.819
1740.000,-355.318,351.780
1740.000,-362.285,344.600
1740.000,-369.108,337.283
1740.000,-375.782,329.830
1740.000,-382.307,322.245
1740.000,-388.678,314.531
1740.000,-394.893,306.691
1740.000,-400.951,298.728
1740.000,-406.848,290.646
1740.000,-412.582,282.447
1740.000,-418.151,274.135
1740.000,-423.552,265.713
1740.000,-428.784,257.185
1740.000,-433.844,248.555
1740.000,-438.730,239.824
1740.000,-443.441,230.998
1740.000,-447.974,222.079
1740.000,-452.328,213.071
1740.000,-456.501,203.977
1740.000,-460.491,194.803
1740.000,-464.297,185.550
1740.000,-467.916,176.223
1740.000,-471.349,166.825
1740.000,-474.592,157.360
1740.000,-477.646,147.833
1740.000,-480.508,138.246
1740.000,-483.178,128.604
1740.000,-485.655,118.910
1740.000,-487.937,109.169
1740.000,-490.023,99.384
1740.000,-491.914,89.560
1740.000,-493.607,79.699
1740.000,-495.103,69.807
1740.000,-496.401,59.886
1740.000,-497.500,49.942
1740.000,-498.399,39.978
1740.000,-499.099,29.997
1740.000,-499.600,20.005
1740.000,-499.900,10.004
1740.000,-500.000,0.000
1750.000,500.000,0.000
1750.000,499.900,10.004
1750.000,499.600,20.005
1750.000,499.099,29.997
1750.000,498.399,39.978
1750.000,497.500,49.942
1750.000,496.401,59.886
1750.000,495.103,69.807
1750.000,493.607,79.699
1750.000,491.914,89.560
1750.000,490.023,99.384
1750.000,487.937,109.169
1750.000,485.655,118.910
1750.000,483.178,128.604
1750.000,480.508,138.246
1750.000,477.646,147.833
1750.000,474.592,157.360
1750.000,471.349,166.825
1750.000,467.916,176.223
1750.000,464.297,185.550
1750.000,460.491,194.803
1750.000,456.501,203.977
1750.000,452.328,213.071
1750.000,447.974,222.079
1750.000,443.441,230.998
1750.000,438.730,239.824
1750.000,433.844,248.555
1750.000,428.784,257.185
1750.000,423.552,265.713
1750.000,418.151,274.135
1750.000,412.582,282.447
1750.000,406.848,290.646
1750.000,400.951,298.728
1750.000,394.893,306.691
1750.000,388.678,314.531
1750.000,382.307,322.245
1750.000,375.782,329.830
1750.000,369.108,337.283
1750.000,362.285,344.600
1750.000,355.318,351.780
1750.000,348.208,358.819
1750.000,340.959,365.715
1750.000,333.573,372.464
1750.000,326.053,379.064
1750.000,318.404,385.512
1750.000,310.626,391.805
1750.000,302.724,397.942
1750.000,294.701,403.920
1750.000,286.561,409.735
1750.000,278.305,415.387
1750.000,269.938,420.872
1750.000,261.463,426.189
1750.000,252.883,431.336
1750.000,244.201,436.309
1750.000,235.423,441.108
1750.000,226.549,445.730
1750.000,217.586,450.174
1750.000,208.535,454.437
1750.000,199.400,458.519
1750.000,190.186,462.417
1750.000,180.895,466.130
1750.000,171.532,469.656
1750.000,162.101,472.994
1750.000,152.604,476.143
1750.000,143.047,479.101
1750.000,133.432,481.867
1750.000,123.763,484.441
1750.000,114.046,486.820
1750.000,104.282,489.004
1750.000,94.477,490.993
1750.000,84.634,492.785
1750.000,74.757,494.380
1750.000,64.850,495.777
1750.000,54.917,496.975
1750.000,44.962,497.974
1750.000,34.989,498.774
1750.000,25.002,499.374
1750.000,15.005,499.775
1750.000,5.002,499.975
1750.000,-5.002,499.975
1750.000,-15.005,499.775
1750.000,-25.002,499.374
1750.000,-34.989,498.774
1750.000,-44.962,497.974
1750.000,-54.917,496.975
1750.000,-64.850,495.777
1750.000,-74.757,494.380
1750.000,-84.634,492.785
1750.000,-94.477,490.993
1750.000,-104.282,489.004
1750.000,-114.046,486.820
1750.000,-123.763,484.441
1750.000,-133.432,481.867
1750.000,-143.047,479.101
1750.000,-152.604,476.143
1750.000,-162.101,472.994
1750.000,-171.532,469.656
1750.000,-180.895,466.130
1750.000,-190.186,462.417
1750.000,-199.400,458.519
1750.000,-208.535,454.437
1750.000,-217.586,450.174
1750.000,-226.549,445.730
1750.000,-235.423,441.108
1750.000,-244.201,436.309
1750.000,-252.883,431.336
1750.000,-261.463,426.189
1750.000,-269.938,420.872
1750.000,-278.305,415.387
1750.000,-286.561,409.735
1750.000,-294.701,403.920
1750.000,-302.724,397.942
1750.000,-310.626,391.805
1750.000,-318.404,385.512
1750.000,-326.053,379.064
1750.000,-333.573,372.464
1750.000,-340.959,365.715
1750.000,-348.208,358.819
1750.000,-355.318,351.780
1750.000,-362.285,344.600
1750.000,-369.108,337.283
1750.000,-375.782,329.830
1750.000,-382.307,322.245
1750.000,-388.678,314.531
1750.000,-394.893,306.691
1750.000,-400.951,298.728
1750.000,-406.848,290.646
1750.000,-412.582,282.447
1750.000,-418.151,274.135
1750.000,-423.552,265.713
1750.000,-428.784,257.185
1750.000,-433.844,248.555
1750.000,-438.730,239.824
1750.000,-443.441,230.998
1750.000,-447.974,222.079
1750.000,-452.328,213.071
1750.000,-456.501,203.977
1750.000,-460.491,194.803
1750.000,-464.297,185.550
1750.000,-467.916,176.223
1750.000,-471.349,166.825
1750.000,-474.592,157.360
1750.000,-477.646,147.833
1750.000,-480.508,138.246
1750.000,-483.178,128.604
1750.000,-485.655,118.910
1750.000,-487.937,109.169
1750.000,-490.023,99.384
1750.000,-491.914,89.560
1750.000,-493.607,79.699
1750.000,-495.103,69.807
1750.000,-496.401,59.886
1750.000,-497.500,49.942
1750.000,-498.399,39.978
1750.000,-499.099,29.997
1750.000,-499.600,20.005
1750.000,-499.900,10.004
1750.000,-500.000,0.000
1760.000,500.000,0.000
1760.000,499.900,10.004
1760.000,499.600,20.005
1760.000,499.099,29.997
1760.000,498.399,39.978
1760.000,497.500,49.942
1760.000,496.401,59.886
1760.000,495.103,69.807
1760.000,493.607,79.699
1760.000,491.914,89.560
1760.000,490.023,99.384
1760.000,487.937,109.169
1760.000,485.655,118.910
1760.000,483.178,128.604
1760.000,480.508,138.246
1760.000,477.646,147.833
1760.000,474.592,157.360
1760.000,471.349,166.825
1760.000,467.916,176.223
1760.000,464.297,185.550
1760.000,460.491,194.803
1760.000,456.501,203.977
1760.000,452.328,213.071
1760.000,447.974,222.079
1760.000,443.441,230.998
1760.000,438.730,239.824
1760.000,433.844,248.555
1760.000,428.784,257.185
1760.000,423.552,265.713
1760.000,418.151,274.135
1760.000,412.582,282.447
1760.000,406.848,290.646
1760.000,400.951,298.728
1760.000,394.893,306.691
1760.000,388.678,314.531
1760.000,382.307,322.245
1760.000,375.782,329.830
1760.000,369.108,337.283
1760.000,362.285,344.600
1760.000,355.318,351.780
1760.000,348.208,358.819
1760.000,340.959,365.715
1760.000,333.573,372.464
1760.000,326.053,379.064
1760.000,318.404,385.512
1760.000,310.626,391.805
1760.000,302.724,397.942
1760.000,294.701,403.920
1760.000,286.561,409.735
1760.000,278.305,415.387
1760.000,269.938,420.872
1760.000,261.463,426.189
1760.000,252.883,431.336
1760.000,244.201,436.309
1760.000,235.423,441.108
1760.000,226.549,445.730
1760.000,217.586,450.174
1760.000,208.535,454.437
1760.000,199.400,458.519
1760.000,190.186,462.417
1760.000,180.895,466.130
1760.000,171.532,469.656
1760.000,162.101,472.994
1760.000,152.604,476.143
1760.000,143.047,479.101
1760.000,133.432,481.867
1760.000,123.763,484.441
1760.000,114.046,486.820
1760.000,104.282,489.004
1760.000,94.477,490.993
1760.000,84.634,492.785
1760.000,74.757,494.380
1760.000,64.850,495.777
1760.000,54.917,496.975
1760.000,44.962,497.974
1760.000,34.989,498.774
1760.000,25.002,499.374
1760.000,15.005,499.775
1760.000,5.002,499.975
1760.000,-5.002,499.975
1760.000,-15.005,499.775
1760.000,-25.002,499.374
1760.000,-34.989,498.774
1760.000,-44.962,497.974
1760.000,-54.917,496.975
1760.000,-64.850,495.777
1760.000,-74.757,494.380
1760.000,-84.634,492.785
1760.000,-94.477,490.993
1760.000,-104.282,489.004
1760.000,-114.046,486.820
1760.000,-123.763,484.441
1760.000,-133.432,481.867
1760.000,-143.047,479.101
1760.000,-152.604,476.143
1760.000,-162.101,472.994
1760.000,-171.532,469.656
1760.000,-180.895,466.130
1760.000,-190.186,462.417
1760.000,-199.400,458.519
1760.000,-208.535,454.437
1760.000,-217.586,450.174
1760.000,-226.549,445.730
1760.000,-235.423,441.108
1760.000,-244.201,436.309
1760.000,-252.883,431.336
1760.000,-261.463,426.189
1760.000,-269.938,420.872
1760.000,-278.305,415.387
1760.000,-286.561,409.735
1760.000,-294.701,403.920
1760.000,-302.724,397.942
1760.000,-310.626,391.805
1760.000,-318.404,385.512
1760.000,-326.053,379.064
1760.000,-333.573,372.464
1760.000,-340.959,365.715
1760.000,-348.208,358.819
1760.000,-355.318,351.780
1760.000,-362.285,344.600
1760.000,-369.108,337.283
1760.000,-375.782,329.830
1760.000,-382.307,322.245
1760.000,-388.678,314.531
1760.000,-394.893,306.691
1760.000,-400.951,298.728
1760.000,-406.848,290.646
1760.000,-412.582,282.447
1760.000,-418.151,274.135
1760.000,-423.552,265.713
1760.000,-428.784,257.185
1760.000,-433.844,248.555
1760.000,-438.730,239.824
1760.000,-443.441,230.998
1760.000,-447.974,222.079
1760.000,-452.328,213.071
1760.000,-456.501,203.977
1760.000,-460.491,194.803
1760.000,-464.297,185.550
1760.000,-467.916,176.223
1760.000,-471.349,166.825
1760.000,-474.592,157.360
1760.000,-477.646,147.833
1760.000,-480.508,138.246
1760.000,-483.178,128.604
1760.000,-485.655,118.910
1760.000,-487.937,109.169
1760.000,-490.023,99.384
1760.000,-491.914,89.560
1760.000,-493.607,79.699
1760.000,-495.103,69.807
1760.000,-496.401,59.886
1760.000,-497.500,49.942
1760.000,-498.399,39.978
1760.000,-499.099,29.997
1760.000,-499.600,20.005
1760.000,-499.900,10.004
1760.000,-500.000,0.000
1770.000,500.000,0.000
1770.000,499.900,10.004
1770.000,499.600,20.005
1770.000,499.099,29.997
1770.000,498.399,39.978
1770.000,497.500,49.942
1770.000,496.401,59.886
1770.000,495.103,69.807
